T,yaw,pitch,roll
6768,0.05, -0.01, 0.00
6894,0.05, -0.01, 0.00
7012,0.06, -0.02, -0.00
7126,0.07, -0.02, -0.00
7245,0.08, -0.01, -0.00
7359,0.08, -0.01, 0.01
7477,0.09, -0.00, 0.01
7591,0.09, -0.01, 0.00
7709,0.10, -0.02, -0.00
7823,0.10, -0.02, -0.01
7942,0.11, -0.01, -0.01
8056,0.11, -0.01, -0.00
8175,0.12, -0.01, 0.00
8290,0.12, -0.01, 0.00
8408,0.12, -0.01, -0.00
8526,0.13, -0.01, -0.00
8640,0.13, -0.01, 0.00
8757,0.14, -0.01, 0.00
8871,0.14, -0.02, 0.00
8988,0.15, -0.02, 0.00
9102,0.15, -0.03, 0.00
9219,0.16, -0.02, 0.01
9333,0.17, -0.02, 0.01
9450,0.17, -0.02, 0.01
9564,0.18, -0.02, 0.01
9681,0.19, -0.02, 0.01
9795,0.19, -0.03, 0.01
9912,0.19, -0.03, 0.01
10027,0.20, -0.03, 0.01
10143,0.21, -0.03, 0.01
10258,0.21, -0.03, 0.01
10375,0.21, -0.03, 0.01
10490,0.22, -0.03, 0.01
10606,0.22, -0.03, 0.02
10721,0.23, -0.03, 0.02
10837,0.23, -0.03, 0.02
10952,0.23, -0.03, 0.01
11068,0.23, -0.03, 0.01
11183,0.24, -0.03, 0.01
11299,0.25, -0.03, 0.02
11414,0.26, -0.03, 0.02
11530,0.26, -0.03, 0.02
11667,0.27, -0.04, 0.02
11789,0.28, -0.04, 0.02
11919,0.29, -0.04, 0.02
12050,0.30, -0.04, 0.02
12183,0.30, -0.04, 0.02
12327,0.31, -0.04, 0.01
12457,0.32, -0.03, 0.01
12591,0.32, -0.03, 0.02
12713,0.33, -0.03, 0.01
12843,0.33, -0.03, 0.00
12974,0.33, -0.04, 0.00
13104,0.33, -0.03, 0.01
13234,0.32, -0.04, 0.03
13367,0.31, -0.04, 0.04
13498,0.31, -0.04, 0.03
13628,0.31, -0.04, 0.01
13758,0.31, -0.04, -0.01
13888,0.32, -0.03, -0.00
14015,0.32, -0.03, 0.01
14145,0.32, -0.02, 0.02
14278,0.32, -0.02, 0.02
14409,0.33, -0.03, 0.01
14539,0.34, -0.03, 0.01
14672,0.34, -0.03, 0.02
14803,0.34, -0.03, 0.02
14925,0.34, -0.02, 0.02
15123,0.35, -0.03, 0.00
15321,0.36, -0.02, 0.00
15615,0.38, -0.02, -0.01
15744,0.39, -0.02, -0.00
15876,0.40, -0.02, 0.01
16007,0.41, -0.03, 0.01
16139,0.42, -0.03, 0.01
16271,0.42, -0.02, 0.01
16402,0.42, -0.02, 0.0
16534,0.42, -0.02, 0.01
16669,0.43, -0.02, 0.01
16814,0.43, -0.02, 0.01
16950,0.44, -0.03, 0.02
17090,0.45, -0.03, 0.02
17218,0.46, -0.03, 0.02
17353,0.46, -0.03, 0.03
17491,0.45, -0.03, 0.03
17643,0.44, -0.03, 0.03
17780,0.44, -0.03, 0.03
17922,0.45, -0.03, 0.02
18053,0.47, -0.03, 0.01
18185,0.47, -0.03, 0.00
18317,0.49, -0.02, -0.01
18449,0.50, -0.02, -0.01
18580,0.52, -0.02, 0.01
18712,0.54, -0.03, 0.02
18847,0.55, -0.03, 0.03
18992,0.56, -0.03, 0.03
19124,0.56, -0.04, 0.04
19259,0.56, -0.04, 0.04
19391,0.56, -0.03, 0.01
19522,0.57, -0.02, -0.01
19654,0.57, -0.03, -0.01
19786,0.57, -0.03, 0.00
19918,0.59, -0.04, 0.03
20049,0.62, -0.05, 0.04
20181,0.64, -0.07, 0.05
20313,0.66, -0.07, 0.05
20445,0.67, -0.06, 0.05
20573,0.67, -0.05, 0.05
20700,0.68, -0.06, 0.06
20836,0.68, -0.08, 0.07
20977,0.69, -0.09, 0.08
21109,0.69, -0.07, 0.05
21241,0.70, -0.05, 0.03
21372,0.71, -0.05, 0.03
21504,0.73, -0.06, 0.03
21636,0.75, -0.05, 0.02
21767,0.77, -0.04, -0.00
21899,0.79, -0.03, -0.01
22031,0.79, -0.02, -0.01
22163,0.81, -0.00, -0.02
22294,0.82, 0.01, -0.02
22426,0.83, 0.01, -0.03
22561,0.86, 0.02, -0.04
22693,0.87, 0.02, -0.04
22824,0.88, 0.02, -0.05
22962,0.90, 0.03, -0.06
23094,0.92, 0.03, -0.06
23235,0.93, 0.02, -0.06
23366,0.95, 0.01, -0.03
23498,0.96, -0.02, 0.04
23647,1.00, -0.12, 0.02
23777,1.00, -0.12, 0.00
23912,1.00, -0.12, 0.00
24046,1.01, -0.12, 0.00
24180,1.01, -0.12, 0.00
24312,1.02, -0.12, -0.00
24452,1.03, -0.12, 0.00
24586,1.03, -0.12, 0.00
24718,1.04, -0.12, -0.00
24852,1.05, -0.12, -0.00
24986,1.05, -0.12, -0.00
25119,1.06, -0.12, -0.00
25266,1.06, -0.12, -0.00
25394,1.07, -0.12, -0.00
25526,1.07, -0.12, -0.00
25661,1.08, -0.12, -0.00
25801,1.09, -0.12, -0.00
25930,1.09, -0.12, -0.00
26067,1.10, -0.12, -0.00
26201,1.11, -0.12, -0.00
26336,1.11, -0.12, -0.00
26473,1.12, -0.12, -0.00
26618,1.12, -0.12, -0.00
26747,1.13, -0.12, -0.00
26893,1.14, -0.12, -0.00
27034,1.14, -0.12, -0.00
27168,1.15, -0.12, -0.00
27297,1.16, -0.12, -0.00
27431,1.16, -0.12, -0.00
27576,1.17, -0.12, -0.00
27711,1.17, -0.12, -0.00
27845,1.18, -0.12, -0.00
27979,1.18, -0.12, -0.00
28111,1.19, -0.12, -0.00
28239,1.20, -0.12, -0.00
28370,1.20, -0.12, -0.00
28499,1.21, -0.12, -0.00
28633,1.21, -0.12, -0.00
28767,1.22, -0.12, -0.00
28896,1.23, -0.12, -0.00
29030,1.23, -0.12, -0.00
29167,1.24, -0.12, -0.00
29293,1.25, -0.12, -0.00
29424,1.25, -0.12, -0.00
