T,L1,L2,L3
6755,0, 0, 0
6891,284, 200, 232
7009,397, 382, 423
7123,493, 478, 517
7241,543, 529, 563
7355,567, 554, 589
7473,580, 565, 604
7587,587, 572, 613
7705,590, 572, 618
7819,592, 573, 617
7937,593, 576, 614
8051,593, 577, 616
8170,592, 578, 617
8284,588, 579, 621
8403,589, 577, 624
8517,590, 576, 625
8635,590, 577, 620
8749,591, 579, 617
8867,589, 578, 617
8981,590, 580, 616
9099,589, 578, 622
9213,591, 577, 621
9330,590, 580, 620
9444,591, 579, 617
9561,592, 578, 616
9675,592, 578, 619
9792,593, 578, 625
9906,596, 577, 627
10023,595, 577, 626
10138,593, 578, 623
10254,592, 581, 617
10369,591, 583, 621
10486,590, 582, 623
10601,593, 580, 626
10717,591, 580, 625
10832,593, 578, 620
10948,595, 578, 616
11069,594, 579, 617
11195,594, 580, 623
11325,595, 579, 627
11455,595, 579, 627
11586,593, 579, 622
11716,593, 584, 620
11846,590, 586, 617
11976,592, 585, 620
12108,592, 580, 622
12246,590, 578, 618
12377,592, 579, 614
12507,592, 581, 614
12637,594, 579, 617
12770,593, 576, 627
12901,594, 577, 627
13031,595, 576, 623
13161,592, 580, 620
13291,591, 583, 619
13422,590, 582, 620
13552,593, 581, 622
13685,594, 578, 621
13815,593, 577, 616
13946,593, 576, 615
14097,592, 579, 618
14328,596, 575, 623
14570,592, 577, 619
14702,593, 580, 616
14834,593, 584, 613
14965,594, 584, 612
15097,598, 585, 609
15229,597, 585, 608
15356,597, 585, 609
15488,595, 586, 606
15623,595, 587, 612
15751,600, 585, 614
15883,598, 582, 612
16014,599, 585, 609
16146,596, 588, 610
16282,592, 588, 610
16409,592, 584, 607
16541,590, 578, 603
16676,583, 569, 596
16813,576, 563, 588
16953,567, 558, 583
17086,565, 550, 574
17226,558, 544, 568
17358,552, 531, 562
17489,544, 524, 554
17621,532, 518, 544
17753,520, 515, 536
17884,513, 503, 526
18026,506, 495, 520
18158,495, 485, 511
18292,483, 472, 498
18424,470, 459, 478
18560,459, 447, 465
18687,446, 435, 456
18819,437, 418, 442
18951,425, 408, 432
19083,415, 398, 421
19214,401, 385, 411
19350,393, 378, 398
19478,384, 367, 391
19606,377, 356, 381
19738,365, 346, 370
19869,350, 335, 356
20001,342, 327, 344
20133,333, 317, 335
20264,318, 303, 324
20528,288, 266, 290
20659,276, 255, 276
20801,261, 241, 260
20943,249, 228, 249
21078,235, 216, 238
21209,223, 199, 223
21341,212, 190, 213
21473,197, 181, 202
21604,188, 168, 187
21746,175, 157, 177
21877,165, 141, 164
22012,156, 132, 156
22144,144, 122, 147
22276,135, 114, 135
22407,128, 106, 125
22539,116, 95, 116
22671,106, 81, 106
22802,96, 72, 98
22934,87, 64, 89
23065,76, 55, 80
23200,69, 48, 69
23341,61, 40, 64
23472,53, 33, 57
23604,46, 0, 50
23745,0, 0, 43
23879,0, 0, 36
24025,0, 0, 32
24162,0, 0, 30
24312,0, 0, 28
24449,0, 0, 27
24585,0, 0, 27
24726,0, 0, 26
24863,0, 4, 26
25006,0, 0, 26
25145,0, 0, 12
25276,0, 4, 20
25412,0, 0, 24
25549,0, 0, 27
25680,0, 0, 27
25820,0, 11, 26
25966,0, 0, 27
26102,0, 0, 30
26239,0, 0, 30
26370,0, 5, 29
26506,0, 0, 32
26647,0, 0, 33
26774,0, 0, 32
26924,0, 4, 32
27060,0, 0, 32
27196,0, 0, 32
27328,0, 0, 32
27464,0, 0, 31
27604,0, 0, 27
27731,0, 0, 0
27868,0, 4, 0
28011,0, 5, 4
28147,0, 0, 5
28278,0, 0, 9
